UBIGEO,NOMBRE,DEPARTAMENTO,DISTRITO
010612,VISTA ALEGRE,AMAZONAS,VISTA ALEGRE
220602,CUÑUMBUZA,SAN MARTIN,CAMPANILLA
010514,HUARANGUILLO,AMAZONAS,PISUQUIA
200101,CENTRO ODONTOLOGICO INTURIAS,PIURA,PIURA
010503,BALERIANA,AMAZONAS,COCABAMBA
150117,INTEGRA SALUD OCUPACIONAL,LIMA,LOS OLIVOS
150135,SOCIAL DENTAL VIPOL,LIMA,SAN MARTIN DE PORRES
060408,LA PALMA,CAJAMARCA,CONCHAN
080108,ESPECIALIZADO CARBAJAL,CUSCO,WANCHAQ
061001,CONDORMARCA,CAJAMARCA,PEDRO GALVEZ
150117,CLINICA MARIA SRL,LIMA,LOS OLIVOS
090117,PUCACCASA CHOPCCA,HUANCAVELICA,YAULI
150722,ICHOCA,LIMA,SAN MATEO
051106,PUESTO DE SALUD OCCO,AYACUCHO,INDEPENDENCIA
210306,OSCOROQUE,PUNO,CRUCERO
150135,SOCORRO MEDIC PERU,LIMA,SAN MARTIN DE PORRES
150801,ANFALAB SERVICIOS MEDICOS,LIMA,HUACHO
200101,CENTRO DE ENDOSCOPIA DIGESTIVA DT,PIURA,PIURA
010521,AGUA SANTA,AMAZONAS,SANTO TOMAS
150810,MEDICENTRO SAN PEDRO,LIMA,SANTA MARIA
110101,SAN MARTIN DE PORRAS,ICA,ICA
150806,CENTRO MEDICO ESPECIALIZADO GINEMED,LIMA,HUAURA
090407,HUAJINTAY,HUANCAVELICA,HUACHOS
200101,NUEVO CENTRO OPTICO VILLANUEVA E.I.R.L.,PIURA,PIURA
080101,TERAPIAS MEDIFRAN,CUSCO,CUSCO
170201,SHIPETIARI,MADRE DE DIOS,MANU
200101,CLINICAL CENTER CENTRO MEDICO INTEGRAL,PIURA,PIURA
090402,TOTORA,HUANCAVELICA,ARMA
020105,CENTRO MEDICO MI SALUD,ANCASH,INDEPENDENCIA
160101,ALMERSA,LORETO,IQUITOS
110101,ESTABLECIMIENTO PENITENCIARIO DE ICA,ICA,ICA
200101,EL CONDUCTOR RESPONSABLE S.A.C.,PIURA,PIURA
170101,CONSULTORIO MEDICO OBSTETRICO Y LABORATORIO SAN ANTONIO,MADRE DE DIOS,TAMBOPATA
080901,QUILLABAMBA ASOCIADOS,CUSCO,SANTA ANA
160108,SERSALUD AMAZONIA E.I.R.L.,LORETO,PUNCHANA
150120,SVS  SERVICIOS DE SALUD,LIMA,MAGDALENA DEL MAR
040101,Dental Point,AREQUIPA,AREQUIPA
070105,SANIDAD JECEOES,CALLAO,LA PUNTA
200101,SEYSO LAB,PIURA,PIURA
200101,CLÍNICA DE DÍA MONT SINAI,PIURA,PIURA
050708,PUESTO  DE SALUD  ACHUANI,AYACUCHO,UPAHUACHO
150135,perfecto dental,LIMA,SAN MARTIN DE PORRES
080106,C.M. FATIMA S.A.C,CUSCO,SANTIAGO
160210,P.S. I-1 SANTA GEMA  DE SANTA CRUZ,LORETO,SANTA CRUZ
200101,OPTICA PROGRESO S.R.L.,PIURA,PIURA
150103,ECOTEFI,LIMA,ATE
200115,CONSULTORIO DE ENFERMERIA BIENESTAR Y SALUD,PIURA,VEINTISEIS DE OCTUBRE
200101,E & M COSULTORIO DENTAL E.I.R.L.,PIURA,PIURA
200101,CENTRO MEDICO SAN VICENTE DE PAUL S.C.R.L.,PIURA,PIURA
200101,"OCNSULTORIO ODONTOLOGICO ""PIURA SMILE CARE""",PIURA,PIURA
200101,CORPORACION EL PODEROSO DE ISRAEL EIRL,PIURA,PIURA
200101,CLINICA MADRID MEDIC S.A.C.,PIURA,PIURA
080108,MEDICA DIAGNOSTIC - LA CULTURA,CUSCO,WANCHAQ
200101,GESTAFEM-CENTRO DE ATENCION INTEGRAL A LA MUJER E.I.R.L.,PIURA,PIURA
150110,quicentrodental,LIMA,COMAS
200104,DENTAL SANTE,PIURA,CASTILLA
150136,Policlínico Ciber Médic SAC,LIMA,SAN MIGUEL
160108,CENTRO DE HEMODIÁLISIS Y DIAGNOSTICO JESÚS DE NAZARET E.I.R.L,LORETO,PUNCHANA
050115,CONSULTORIO MEDICO SILUET MEDIC,AYACUCHO,JESUS NAZARENO
040101,CONSULTORIO MEDICO DE DIABETES Y OBESIDAD,AREQUIPA,AREQUIPA
200101,KAREN CARRASCO CENTRO DENTAL,PIURA,PIURA
070106,CONSULTORIO MEDICO LA MANO DE DIOS,CALLAO,VENTANILLA
040117,MEDICAL COLCA VALLEY S.R.L.,AREQUIPA,SACHACA
040117,INTEGRAL HAIR,AREQUIPA,SACHACA
200101,LABORATORIO DE ANALISIS CLINICOS BIOANALISIS PIURA S.A.C.,PIURA,PIURA
040126,LABORATORIOS HANAN SUL SAC,AREQUIPA,YANAHUARA
150810,CENTRO MEDICO SAN GABRIELITO,LIMA,SANTA MARIA
080108,EL ROBLE,CUSCO,WANCHAQ
150116,CONSULTORIO MEDICINA MÍNIMAMENTE INVASIVA,LIMA,LINCE
160301,IPRESS I-1 HUACACHINA,LORETO,NAUTA
200406,LABORATORIO SALITRAL LAB,PIURA,SALITRAL
040126,MRC GRUAS SAC,AREQUIPA,YANAHUARA
160210,P.S. I-1 SELVA  ALEGRE DE SANTA CRUZ,LORETO,SANTA CRUZ
140105,CENTRO MEDICO ECOMEDIC,LAMBAYEQUE,JOSE LEONARDO ORTIZ
200101,CENTRO ODONTOLOGICO CHIAN,PIURA,PIURA
140101,CLINICA UNIVERSITRIA - USAT,LAMBAYEQUE,CHICLAYO
250105,UCAYALI MEDICAL CENTER DEL DR. NEIL ALARCO QUISPE,UCAYALI,YARINACOCHA
150116,CONSULTORIO ODONTOLOGICO CERECEDA,LIMA,LINCE
200101,CENTRO ESPECILIZADO DE REHABILITACION INTEGRAL SAN ISIDRO S.R.L.,PIURA,PIURA
080108,LUZ DIVINA,CUSCO,WANCHAQ
200101,SIGA MEDIC S.RL.,PIURA,PIURA
250105,CENTRO DE HEMODIALISIS SAN FRANCISCO EIRL,UCAYALI,YARINACOCHA
100608,DENTAL LUMINARES,HUANUCO,CASTILLO GRANDE
040122,PUESTO DE SALUD SALAVERRY,AREQUIPA,SOCABAYA
250107,SERVICIO MEDICO DE APOYO HOGAR PROTEGIDO SAN FERNANDO,UCAYALI,MANANTAY
150135,SANTÉ DEL NORTE,LIMA,SAN MARTIN DE PORRES
200104,SEGURICEL S.A.C,PIURA,CASTILLA
200101,NEUROPIURA,PIURA,PIURA
040112,BOOZ DENT,AREQUIPA,PAUCARPATA
200101,LENTES Y ACCESORIOS VALERIA E.I.R.L.,PIURA,PIURA
160109,CENTRO MEDICO CACHUY,LORETO,PUTUMAYO
050115,CENTRO MEDICO PROSAMAS,AYACUCHO,JESUS NAZARENO
210401,CHOCOCONIRI,PUNO,JULI
200101,OPTICA FULL VISSION,PIURA,PIURA
160604,IPRESS I-1 PLAYA HERMOSA,LORETO,PAMPA HERMOSA
060201,VIRGEN DEL ROSARIO,CAJAMARCA,CAJABAMBA
150116,EP OFTALMOLOGOS ASOCIADOS S.A.C.,LIMA,LINCE
070103,SANDOLAB,CALLAO,CARMEN DE LA LEGUA-REYNOSO
200101,CLINICA ODONTOLOGICA DENTAL CLUB,PIURA,PIURA
200101,CENTRO MEDICO PROVIDA,PIURA,PIURA
150101,EPM MEDICOS ESPECIALISTAS,LIMA,LIMA
140101,CONCEBIR,LAMBAYEQUE,CHICLAYO
110501,CERVANTES ML E.I.R.L.,ICA,PISCO
080108,VIDALAB,CUSCO,WANCHAQ
200101,CENTRO ESPECIALIZADO EN REHABILITACION NEUROLOGICA S.C.R.L.,PIURA,PIURA
040101,CLINICA MALL SALUD,AREQUIPA,AREQUIPA
110101,VIDA MEDIC,ICA,ICA
160210,P.S. I-1 SAN JOSE DEL SHISHINAHUA DE SANTA CRUZ,LORETO,SANTA CRUZ
020106,TOPICO MINA PIERINA,ANCASH,JANGAS
200115,MH dental,PIURA,VEINTISEIS DE OCTUBRE
200101,VITALMENTE,PIURA,PIURA
150135,CONSULTORIO PSICOLÓGICO ARCÁNGEL SAN MIGUEL,LIMA,SAN MARTIN DE PORRES
080910,NUEVO PROGRESO,CUSCO,PICHARI
050116,CONSULTORIO MEDICO REGIONAL,AYACUCHO,ANDRES AVELINO CACERES D.
140105,CRUZ DE MOTUPE,LAMBAYEQUE,JOSE LEONARDO ORTIZ
150101,POLICLÍNICO MIRAFLORES BARCELONA SALUD,LIMA,LIMA
160301,P.S. I-1 NUEVO PROGRESO DEL CHAMBIRA,LORETO,NAUTA
140101,CENTRO MEDICO AMISTAD Y SALUD,LAMBAYEQUE,CHICLAYO
160108,PIAS MORONA,LORETO,PUNCHANA
150101,Vidanova,LIMA,LIMA
050110,"POLICLINICO NEUROLOGICO Y ESPECIALIDADES MEDICAS ""DESPERTARES""",AYACUCHO,SAN JUAN BAUTISTA
150716,YOVIDENT,LIMA,SAN ANTONIO
200101,CONSULTORIO DENTAL ROSAS,PIURA,PIURA
110501,POLICLINICO SAN CLEMENTE,ICA,PISCO
200701,PSA MARINE PERU OFFSHORE S.A,PIURA,PARIÑAS
200101,FISIOMED CENTRO ESPECIALIZADO DE TERAPIA REHABILITACION Y ORTOPEDIA S.A.C.,PIURA,PIURA
250203,PUESTO DE SALUD NUEVO PARAISO-TAHUANIA.,UCAYALI,TAHUANIA
061303,LA ZANJA,CAJAMARCA,CATACHE
120607,TU BREVET - RIO NEGRO,JUNIN,RIO NEGRO
050507,PUESTO DE SALUD PAMPA MIRAFLORES,AYACUCHO,SANTA ROSA
070103,POLICLINICO MEDDIX,CALLAO,CARMEN DE LA LEGUA-REYNOSO
051104,PUESTO DE SALUD SANTA ROSA DE COCHAMARCA,AYACUCHO,CONCEPCION
150116,CONSULTORIO DERMATOLOGICO JJ SALUD,LIMA,LINCE
150101,IN-AESTHETICS,LIMA,LIMA
150203,LABORATORIO ZUÑIGA,LIMA,PATIVILCA
070102,IMATEC,CALLAO,BELLAVISTA
030208,CRUZPAMPA,APURIMAC,PACOBAMBA
200115,CENTRO DE SALUD MENTAL COMUNITARIO VEINTISEIS DE OCTUBRE,PIURA,VEINTISEIS DE OCTUBRE
080108,SAN JOSE,CUSCO,WANCHAQ
200601,SERVICIOS MEDICOS GENERALES VIRGEN DE LA PUERTA E.I.R.L,PIURA,SULLANA
200101,A & V  DENTAL  CLINIC,PIURA,PIURA
150101,HOGAR PROTEGIDO ¨SAN BORJA¨,LIMA,LIMA
050115,DENTAL ALMENDRA,AYACUCHO,JESUS NAZARENO
150810,"CENTRO MEDICO EN GINECOLOGÍA Y OBSTETRICIA "" SOFÍA VICTORIA """,LIMA,SANTA MARIA
120609,PAQUICHARI,JUNIN,VIZCATAN DEL ENE
150121,FETALCENTER,LIMA,PUEBLO LIBRE
150134,DENTAL CAPOLAVORO,LIMA,SAN LUIS
080108,MEDIC PLAST,CUSCO,WANCHAQ
150122,CENTRO MDRS,LIMA,MIRAFLORES
200101,CENTRO MEDICO SAMPLES E.I.R.L.,PIURA,PIURA
200101,CONSULTORIOS SAN MIGUEL S.A.,PIURA,PIURA
150204,INMUNOLAB - CONSULTORIO MÉDICO Y LABORATORIO CLÍNICO,LIMA,SUPE
200101,BIOMEDICA CLINICA DE ESPECIALIDADES S.R.L.,PIURA,PIURA
150605,ecofamilia,LIMA,CHANCAY
160706,P.S. I-1 SAN FERNANDO,LORETO,ANDOAS
150122,OH WAWA,LIMA,MIRAFLORES
180104,HOGAR PROTEGIDO SAMEGUA,MOQUEGUA,SAMEGUA
150716,NISHA MEDIC,LIMA,SAN ANTONIO
150601,TERESALUD,LIMA,HUARAL
150131,RESPIRA,LIMA,SAN ISIDRO
150135,CONSULTORIO ODONTOLOGICO ODONTORED,LIMA,SAN MARTIN DE PORRES
050115,CONSULTORIO GINECOLOGICO VIDA MUJER,AYACUCHO,JESUS NAZARENO
220909,NEFROCLINICA RENAIS,SAN MARTIN,LA BANDA DE SHILCAYO
080104,REY SALUD,CUSCO,SAN JERONIMO
140101,MEDICAR DEL NORTE S.A.C,LAMBAYEQUE,CHICLAYO
150101,CENTRO DE CIRUGIA PLASTICA Y DERMATOLOGIA,LIMA,LIMA
150101,LIFETIME SMILE,LIMA,LIMA
200110,CENTRO MEDICO COELLO,PIURA,LA UNION
040126,Consultorio de Cardiologia Pediatrica Talavera,AREQUIPA,YANAHUARA
040126,CONSULTORIO NEUROPEDIATRICO,AREQUIPA,YANAHUARA
200104,TOYOTA HIACE 1GD-8564167,PIURA,CASTILLA
150120,Aptus Salud Empresarial,LIMA,MAGDALENA DEL MAR
200601,DIGITAL MÉDICA SALUD E.I.R.L,PIURA,SULLANA
220901,CONSULTORIO ODONTOLOGICO DENT ALENA,SAN MARTIN,TARAPOTO
150117,LCF ORTHODENT SAC,LIMA,LOS OLIVOS
160604,PUESTO DE SALUD I-1 PUERTO ESPERANZA,LORETO,PAMPA HERMOSA
160112,CENTRO MEDICO REY DAVID,LORETO,BELEN
230108,POLYCLINIC OXIMEDIC,TACNA,POCOLLAY
140101,"CENTRO ESPECIALIZADO DE SALUD MENTAL COMUNITARIO ""CONEXIÓN INTEGRAL"" -  LA VICTORIA",LAMBAYEQUE,CHICLAYO
050203,PUESTO DE SALUD PANTIN,AYACUCHO,LOS MOROCHUCOS
150101,NOVOTRAUMA,LIMA,LIMA
150101,Consultorio del Dr. Tuma,LIMA,LIMA
200101,CENTRO DE TERAPIA FISICA Y REHABILITACION INTEGRAL MUNDO SANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADAD,PIURA,PIURA
150101,Centro de Atención Holsalud,LIMA,LIMA
140202,TOTORAS PAMPAVERDE,LAMBAYEQUE,CAÑARIS
080902,BCT N° 333 - ITARIATO,CUSCO,ECHARATE
150201,LABORATORIO CLINICO VIRGEN DE CHAPI,LIMA,BARRANCA
190101,CENTRO MEDICO SAN MARCOS,PASCO,CHAUPIMARCA
220804,LABORATORIO CLINICO FAMILY LAB,SAN MARTIN,NUEVA CAJAMARCA
100301,C.S.M.C  CHINCHAYSUYO,HUANUCO,LA UNION
150135,ROCALAB,LIMA,SAN MARTIN DE PORRES
200101,NORTH  DENT,PIURA,PIURA
150601,POLICLINICO BELEN SAC,LIMA,HUARAL
200401,POLICLINICO  MARIA BELEN  E.I.R.L.,PIURA,CHULUCANAS
200101,VITALYSIS CENTRO DE ESPECIALIDADES MEDICAS SOCIEDAD ANONIMA  CERRADA,PIURA,PIURA
080108,EXCLUSIVEHEALTH MEDICAL CARE,CUSCO,WANCHAQ
200101,KIA K2500 - KNCSJX76AN7577889,PIURA,PIURA
070103,GRUPO SANDOVAL,CALLAO,CARMEN DE LA LEGUA-REYNOSO
150101,DENTAL KIDS PERU,LIMA,LIMA
150143,FAMILY DENTIST,LIMA,VILLA MARIA DEL TRIUNFO
130101,BIOCLINIC,LA LIBERTAD,TRUJILLO
200104,TOYOTA HIACE 1GD-8665261,PIURA,CASTILLA
110505,MINSUR FUNDICION PISCO,ICA,PARACAS
060108,"CENTRO DE SALUD MENTAL COMUNITARIO  ""CAMINANDO JUNTOS""",CAJAMARCA,LOS BAÑOS DEL INCA
150111,LIGA LAB,LIMA,EL AGUSTINO
150120,CENTRO MEDICO LA FLORESTA,LIMA,MAGDALENA DEL MAR
050110,CONSULTORIO DENTAL BRUSH ISMAEL,AYACUCHO,SAN JUAN BAUTISTA
220901,CONSULTORIO ODONTOLOGICO DE PREVENCION Y REHABILITACION INTEGRAL ODONTO VIP,SAN MARTIN,TARAPOTO
050101,MERCEDES OZONOTERAPIA,AYACUCHO,AYACUCHO
200101,CENTRO MEDICO  FAMILIA Y SALUD,PIURA,PIURA
150116,CEMCOVA,LIMA,LINCE
200104,DENTAL SOLUTIONS,PIURA,CASTILLA
150103,SERVICIOS DE SALUD FLORES E.I.R.L,LIMA,ATE
150116,ELSA CASTAÑEDA CIRUGÍA PLÁSTICA & ESTÉTICA,LIMA,LINCE
080105,GRUPO MEDICO CUSCO,CUSCO,SAN SEBASTIAN
200104,TOYOTA HILIX 8AJDB8CB0P5515700,PIURA,CASTILLA
200115,CENTRO MEDICO ESPECIALIZADO LABONORTE S.A.C.,PIURA,VEINTISEIS DE OCTUBRE
080104,HAMPI WASI - SANJERONIMO,CUSCO,SAN JERONIMO
220804,SERVICIO MEDICOS SOSA & VELASCO,SAN MARTIN,NUEVA CAJAMARCA
110112,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC,ICA,SUBTANJALLA
200115,COMUNIDAD TERAPEUTICA “OPORTUNIDAD DE VIDA”,PIURA,VEINTISEIS DE OCTUBRE
080101,UROLASER,CUSCO,CUSCO
060701,P.S CUMBE CHONTABAMBA,CAJAMARCA,BAMBAMARCA
110101,"CENTRO DE SALUD MENTAL COMUNITARIO ""SANTISIMA VIRGEN DE YAUCA""",ICA,ICA
200104,TOYOTA HILIX 8AJDB8CB9P5516022,PIURA,CASTILLA
200101,CENTRO MÉDICO & ESTÉTICO DRA. PILAR CEVALLOS,PIURA,PIURA
120114,QHALLY,JUNIN,EL TAMBO
150140,CONSULTORIOS SANTA ROSA,LIMA,SANTIAGO DE SURCO
110505,MINSUR FUNDICION PISCO,ICA,PARACAS
150101,KAEN NEUROREHABILITACIÒN,LIMA,LIMA
200101,DENTAL CARE NORTE E.I.R.L - PIURA,PIURA,PIURA
080105,DENTAL HOME,CUSCO,SAN SEBASTIAN
081101,MENTAL COMUNITARIO VIRGEN DEL ROSARIO,CUSCO,PAUCARTAMBO
150135,POLICLINICO MIMEDIC,LIMA,SAN MARTIN DE PORRES
080105,INFINITE,CUSCO,SAN SEBASTIAN
150101,Consultorio Dental Sonríe Perú,LIMA,LIMA
200115,CLINICA OFTALMOLOGICA DR. PONGO SRL,PIURA,VEINTISEIS DE OCTUBRE
040126,LABORATORIOS CLINICOS SAN FRANCISCO EIRL,AREQUIPA,YANAHUARA
150113,José Luis Leon Cueto,LIMA,JESUS MARIA
150123,PREVENTION EMERGENCIAS,LIMA,PACHACAMAC
120805,TUNSHURUCO,JUNIN,MOROCOCHA
200104,WELLNESS CENTER,PIURA,CASTILLA
200104,CONSULTORIO MÉDICO MARÍA AUXILIADORA,PIURA,CASTILLA
080601,CEDIMED,CUSCO,SICUANI
160206,P.S. I-1 PUERTO ALEGRE DE LAGUNAS,LORETO,LAGUNAS
160206,P.S. I-1 UNION ZANCUDO DE LAGUNAS,LORETO,LAGUNAS
150117,SANNA CENTRO CLINICO LOS OLIVOS,LIMA,LOS OLIVOS
200101,ALLPA MEDIC,PIURA,PIURA
100111,POSTA MEDICA CAP  III  AMARILIS - PILLCO MARCA,HUANUCO,PILLCO MARCA
070103,CONSULTORIO DE NEUROLOGIA,CALLAO,CARMEN DE LA LEGUA-REYNOSO
160101,SALVADORA I,LORETO,IQUITOS
200101,ASISTE MEDICAL DIGITAL,PIURA,PIURA
051003,CENTRO MEDICO UYUCCASA - SG NATCLAR S.A.C,AYACUCHO,APONGO
020401,PUESTO DE SALUD PAMPASH,ANCASH,CHACAS
050401,REBAGLIATI SERVICIOS MEDICOS ESPECIALIZADOS,AYACUCHO,HUANTA
200101,CONSULTORIOS SANTA FÉ,PIURA,PIURA
200104,TOYOTA HIACE 1GD-8562882,PIURA,CASTILLA
200101,CONSULTORIO ODONTOLOGICO LOZANO,PIURA,PIURA
140301,THERAPY KIDS,LAMBAYEQUE,LAMBAYEQUE
110101,vinali,ICA,ICA
200101,CONSULTORIO ODONTOLOGICO KYODENT,PIURA,PIURA
200405,"""CONSULTORIO MEDICO SR. CAUTIVO""",PIURA,MORROPON
040124,SERVICIO MEDICO CERRO VERDE,AREQUIPA,UCHUMAYO
200601,ODONTOSONRISAS,PIURA,SULLANA
060101,Centro Odontológico Bernaola Ñique,CAJAMARCA,CAJAMARCA
150122,MULTILAB,LIMA,MIRAFLORES
150716,GLOBAL SALUD,LIMA,SAN ANTONIO
200104,CENTRO MEDICO ASISTENCIAL Y OCUPACIONAL RAMAZZINI SCRL,PIURA,CASTILLA
200101,CENTRO MÉDICO FAMILIAR LOS JARDINES SCRL,PIURA,PIURA
050110,LABORATORIO DE ANÁLISIS CLÍNICO GRAM E.I.R.L,AYACUCHO,SAN JUAN BAUTISTA
150201,CONSULTORIO DENTAL VALEDENT,LIMA,BARRANCA
200601,TOYOTA BUI-703,PIURA,SULLANA
080101,FLEMING,CUSCO,CUSCO
110101,Dra. Ximena Gonzales - Odontología integral y estética,ICA,ICA
200104,TOYOTA HILIX 8AJDB8CB3P5515836,PIURA,CASTILLA
200104,TOYOTA HILIX 8AJDB8CBXP5516224,PIURA,CASTILLA
150131,CLINICA CAMINO REAL,LIMA,SAN ISIDRO
150135,CENTRO DE SALUD MENTAL COMUNITARIO JOSEPH GERARD RUYS,LIMA,SAN MARTIN DE PORRES
040117,WAWINOS,AREQUIPA,SACHACA
140101,CENTRO MEDICO HEALTH FIRST S.A.C.,LAMBAYEQUE,CHICLAYO
200101,"""CRECIENDO CONTIGO""  CENTRO OBSTETRICO INTEGRAL",PIURA,PIURA
200101,IMAGENES DEL PACIFICO SAC - DIAGNOCENTER IMAGENES,PIURA,PIURA
150106,CONSULTORIO ODONTOLOGICO  PUNTODENT 32,LIMA,CARABAYLLO
150604,SERVILAB,LIMA,AUCALLAMA
040103,CONSULTORIO ODONTOLÓGICO ORTEGA,AREQUIPA,CAYMA
150120,CONSULTORIOS SANNA EL GOLF,LIMA,MAGDALENA DEL MAR
160112,CENTRO MEDICO NEONATITOS,LORETO,BELEN
080108,CR. VALENCIA,CUSCO,WANCHAQ
221002,PUESTO DE SALUD LAS PALMERAS,SAN MARTIN,NUEVO PROGRESO
040112,SOLUCIONES MEDICAS POLICLINICO S.R.L.,AREQUIPA,PAUCARPATA
200101,NeuroRehab Medicina Física y Neurorrehabilitación,PIURA,PIURA
110110,TOPICO F01L04-YANQUIZA,ICA,SAN JUAN BAUTISTA
150901,CENTRO DE ATENCION PRIMARIA  I OYON,LIMA,OYON
060101,CONSULTORIO MEDICO CELIS,CAJAMARCA,CAJAMARCA
200101,LS OCCUPATIONAL SAFETY AND HEALTH S.A.C,PIURA,PIURA
150116,REPROFERTYL,LIMA,LINCE
200601,TOYOTA BUE-881,PIURA,SULLANA
180106,MUSUQ SERVICIOS GENERALES SAC,MOQUEGUA,TORATA
200104,TOYOTA HILIX 8AJDA8CB5P6048903,PIURA,CASTILLA
150101,SALVAR DERMATOPLASTICA,LIMA,LIMA
200104,TOYOTA HICE 1GB-8665285,PIURA,CASTILLA
200104,TOYOTA HIACE 1GD-8426674,PIURA,CASTILLA
080106,BIOANALISIS,CUSCO,SANTIAGO
080105,SAN GABRIEL MEDIC,CUSCO,SAN SEBASTIAN
150101,DR.CARLOS MILLA,LIMA,LIMA
160108,IMAGEN,LORETO,PUNCHANA
080108,CORPORACION CORAZON DE JESUS SERVICIOS MEDICOS E.I.R.L,CUSCO,WANCHAQ
200201,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR CAUTIVO DE AYABACA""",PIURA,AYABACA
200115,“CONSULTORIO DENTAL ODONTOELÍAS”,PIURA,VEINTISEIS DE OCTUBRE
040129,SUMAC GUAGUITAS salud mental y desarrollo personal para toda la familia,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
150101,MediLeón,LIMA,LIMA
150101,OFTALASER,LIMA,LIMA
150101,VASQUEZ LAPEL MEDICINA ESTETICA LASER,LIMA,LIMA
220901,SERVICIOS MEDICOS PIRUMED SAC,SAN MARTIN,TARAPOTO
150133,LABORATORIOS MUÑOZ,LIMA,SAN JUAN DE MIRAFLORES
080106,G&A SANTIAGO,CUSCO,SANTIAGO
081306,OXIGEN MEDICAL NETWORK VALLE SAGRADO,CUSCO,OLLANTAYTAMBO
160113,TUSALUD CENTRO MEDICO OBSTETRICO,LORETO,SAN JUAN BAUTISTA
060301,SALUD INTEGRAL,CAJAMARCA,CELENDIN
110101,ONCOLABVIDA,ICA,ICA
040129,PHYSIO SANA  E.I.R.L.,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
120401,JAUJA,JUNIN,JAUJA
070106,IRQUI SALUD,CALLAO,VENTANILLA
110207,AMOR DE MADRE INTEGRAL,ICA,PUEBLO NUEVO
211101,SMSAGRADOS E.I.R.L.,PUNO,JULIACA
220909,POSTA MEDICA POLICIAL ESCUELA D EDUCACION SUPERIOR PROFESIONAL PNP TARAPOTO,SAN MARTIN,LA BANDA DE SHILCAYO
040129,CLINICA ALMENDARIZ,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
080108,DIAGNOSTIC ALFALAB,CUSCO,WANCHAQ
080101,KROSDENT,CUSCO,CUSCO
060101,ERGOSALUD,CAJAMARCA,CAJAMARCA
150132,LASER DENT KIDS,LIMA,SAN JUAN DE LURIGANCHO
150805,CENTRO MÉDICO DIVINA LUZ,LIMA,HUALMAY
080105,CB LAB S.R.L.,CUSCO,SAN SEBASTIAN
150801,ODONTO PLUS - ESTUDIO DENTAL,LIMA,HUACHO
190101,CLINICA H&S,PASCO,CHAUPIMARCA
200801,AMBULANCIA EUG 858 - MINA,PIURA,SECHURA
220901,ACOSTA ESPECIALISTAS DENTALES,SAN MARTIN,TARAPOTO
250202,PUESTO DE SALUD NUEVO HORIZONTE,UCAYALI,SEPAHUA
150113,CONSULTORIO GINECONATIVITAS,LIMA,JESUS MARIA
110508,"consultorio dental ""MI DENTIS""",ICA,TUPAC AMARU INCA
200101,MUJER SANA CENTRO  MEDICO GINECOLOGICO Y OBSTÉTRICO,PIURA,PIURA
040126,UNIVERSO ESTETICO AREQUIPA,AREQUIPA,YANAHUARA
040126,JUAN PABLO II,AREQUIPA,YANAHUARA
130704,DR. SORIANO,LA LIBERTAD,PACASMAYO
040129,CONSULTORIO MEDICO UROCLINIC,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
220901,FAMILY DENTAL ACOSTA,SAN MARTIN,TARAPOTO
080101,MILENNIUM,CUSCO,CUSCO
110101,CONSULTORIO ODONTOLOGICO EURODENT,ICA,ICA
110101,CONSULTORIO OBSTETRICO VIDA & MUJER,ICA,ICA
150119,SANNA \ MALL KM40,LIMA,LURIN
110201,CENTRO MEDICO REHABILITACION INTEGRAL DRA. CAROLINA MUÑOZ,ICA,CHINCHA ALTA
080706,CRESPO,CUSCO,LLUSCO
120302,YANESHA,JUNIN,PERENE
040103,CENTRO DE VACUNACIÓN INTERNACIONAL BIOVAC,AREQUIPA,CAYMA
070103,MATHERN MODIC,CALLAO,CARMEN DE LA LEGUA-REYNOSO
060105,UMY QUINUA,CAJAMARCA,ENCAÑADA
070102,POLICLINICO BELLAVISTA,CALLAO,BELLAVISTA
080108,UROLOGIA MONTERROSO,CUSCO,WANCHAQ
150132,DERMALASER,LIMA,SAN JUAN DE LURIGANCHO
150101,NEUROPSICOLOGIA Y TERAPIAS - SANTI,LIMA,LIMA
070107,CONSULTORIO ODONTOLOGICO ALTIVEL,CALLAO,MI PERU
130103,FLORENCIA DE MORA,LA LIBERTAD,FLORENCIA DE MORA
200104,GOLDEN CLINIC ALTA MEDICINA ESTETICA Y RESTAURACION CAPILAR,PIURA,CASTILLA
080101,DENTAL TOVAR,CUSCO,CUSCO
150116,IN CORPUS S.A.C,LIMA,LINCE
150131,VAXIÓN,LIMA,SAN ISIDRO
050101,CONSULTORIO DENTAL MAY DENTS,AYACUCHO,AYACUCHO
220803,DANNA DENT CONSULTORIO ODONTOLOGICO,SAN MARTIN,ELIAS SOPLIN VARGAS
040101,CONSULTORIO MEDICO GENESIS,AREQUIPA,AREQUIPA
210101,"CENTRO DE SALUD MENTAL COMUNITARIO ""ALTO PUNO""",PUNO,PUNO
110201,CONSULTORIO MEDICO NOVAFARMA,ICA,CHINCHA ALTA
